   dentity  pressure  energy
   0.100000E-01   0.114375E-01   0.941885E+01
   0.200000E-01   0.289499E-01   0.188590E+02
   0.300000E-01   0.661772E-01   0.283135E+02
   0.400000E-01   0.141844E+00   0.377833E+02
   0.500000E-01   0.267473E+00   0.472690E+02
   0.600000E-01   0.443495E+00   0.567708E+02
   0.700000E-01   0.661017E+00   0.662901E+02
   0.800000E-01   0.906473E+00   0.758275E+02
   0.900000E-01   0.116647E+01   0.853823E+02
   0.100000E+00   0.143171E+01   0.949547E+02
   0.110000E+00   0.169831E+01   0.104548E+03
   0.120000E+00   0.196303E+01   0.114162E+03
   0.130000E+00   0.223265E+01   0.123799E+03
   0.140000E+00   0.252213E+01   0.133459E+03
   0.150000E+00   0.284730E+01   0.143148E+03
   0.160000E+00   0.322479E+01   0.152867E+03
   0.170000E+00   0.367276E+01   0.162621E+03
   0.180000E+00   0.420947E+01   0.172415E+03
   0.190000E+00   0.485271E+01   0.182250E+03
   0.200000E+00   0.562041E+01   0.192133E+03
   0.210000E+00   0.652941E+01   0.202068E+03
   0.220000E+00   0.759603E+01   0.212064E+03
   0.230000E+00   0.883502E+01   0.222123E+03
   0.240000E+00   0.102596E+02   0.232248E+03
   0.250000E+00   0.118823E+02   0.242444E+03
   0.260000E+00   0.137153E+02   0.252724E+03
   0.270000E+00   0.157669E+02   0.263085E+03
   0.280000E+00   0.180472E+02   0.273537E+03
   0.290000E+00   0.205620E+02   0.284082E+03
   0.300000E+00   0.233165E+02   0.294721E+03
   0.310000E+00   0.263176E+02   0.305466E+03
   0.320000E+00   0.295694E+02   0.316323E+03
   0.330000E+00   0.328250E+02   0.327286E+03
   0.340000E+00   0.357303E+02   0.338345E+03
   0.350000E+00   0.386484E+02   0.349493E+03
   0.360000E+00   0.416370E+02   0.360728E+03
   0.370000E+00   0.447163E+02   0.372049E+03
   0.380000E+00   0.478968E+02   0.383456E+03
   0.390000E+00   0.510122E+02   0.394957E+03
   0.400000E+00   0.539832E+02   0.406517E+03
   0.410000E+00   0.570289E+02   0.418166E+03
   0.420000E+00   0.601675E+02   0.429893E+03
   0.430000E+00   0.634035E+02   0.441677E+03
   0.440000E+00   0.667433E+02   0.453559E+03
   0.450000E+00   0.701869E+02   0.465520E+03
   0.460000E+00   0.737334E+02   0.477537E+03
   0.470000E+00   0.773844E+02   0.489656E+03
   0.480000E+00   0.810835E+02   0.501830E+03
   0.490000E+00   0.848850E+02   0.514101E+03
   0.500000E+00   0.887847E+02   0.526442E+03
   0.510000E+00   0.928022E+02   0.538867E+03
   0.520000E+00   0.969265E+02   0.551359E+03
   0.530000E+00   0.101168E+03   0.563952E+03
   0.540000E+00   0.105524E+03   0.576613E+03
   0.550000E+00   0.109993E+03   0.589349E+03
   0.560000E+00   0.114583E+03   0.602173E+03
   0.570000E+00   0.119287E+03   0.615091E+03
   0.580000E+00   0.124107E+03   0.628086E+03
   0.590000E+00   0.129037E+03   0.641163E+03
   0.600000E+00   0.134090E+03   0.654314E+03
   0.610000E+00   0.139250E+03   0.667561E+03
   0.620000E+00   0.144526E+03   0.680868E+03
   0.630000E+00   0.149918E+03   0.694294E+03
   0.640000E+00   0.155425E+03   0.707812E+03
   0.650000E+00   0.161048E+03   0.721390E+03
   0.660000E+00   0.166776E+03   0.735064E+03
   0.670000E+00   0.172629E+03   0.748835E+03
   0.680000E+00   0.178583E+03   0.762694E+03
   0.690000E+00   0.184647E+03   0.776626E+03
   0.700000E+00   0.190836E+03   0.790668E+03
   0.710000E+00   0.197116E+03   0.804751E+03
   0.720000E+00   0.203517E+03   0.818966E+03
   0.730000E+00   0.210031E+03   0.833250E+03
   0.740000E+00   0.216655E+03   0.847675E+03
   0.750000E+00   0.223394E+03   0.862155E+03
   0.760000E+00   0.230226E+03   0.876691E+03
   0.770000E+00   0.237170E+03   0.891353E+03
   0.780000E+00   0.244234E+03   0.906127E+03
   0.790000E+00   0.251376E+03   0.920901E+03
   0.800000E+00   0.258662E+03   0.935849E+03
   0.810000E+00   0.265996E+03   0.950882E+03
