 dentity  pressure  energy
   0.100000E-01   0.116672E-01   0.942460E+01
   0.200000E-01   0.291787E-01   0.188700E+02
   0.300000E-01   0.662003E-01   0.283298E+02
   0.400000E-01   0.141504E+00   0.378048E+02
   0.500000E-01   0.266694E+00   0.472951E+02
   0.600000E-01   0.442234E+00   0.568024E+02
   0.700000E-01   0.659281E+00   0.663260E+02
   0.800000E-01   0.904248E+00   0.758678E+02
   0.900000E-01   0.116382E+01   0.854266E+02
   0.100000E+00   0.142857E+01   0.950046E+02
   0.110000E+00   0.169463E+01   0.104602E+03
   0.120000E+00   0.195693E+01   0.114220E+03
   0.130000E+00   0.222521E+01   0.123860E+03
   0.140000E+00   0.251420E+01   0.133524E+03
   0.150000E+00   0.283731E+01   0.143215E+03
   0.160000E+00   0.321345E+01   0.152938E+03
   0.170000E+00   0.365994E+01   0.162695E+03
   0.180000E+00   0.419479E+01   0.172491E+03
   0.190000E+00   0.483634E+01   0.182331E+03
   0.200000E+00   0.560177E+01   0.192215E+03
   0.210000E+00   0.650870E+01   0.202155E+03
   0.220000E+00   0.757263E+01   0.212151E+03
   0.230000E+00   0.880867E+01   0.222210E+03
   0.240000E+00   0.102307E+02   0.232340E+03
   0.250000E+00   0.118509E+02   0.242541E+03
   0.260000E+00   0.131365E+02   0.252814E+03
   0.270000E+00   0.139334E+02   0.263130E+03
   0.280000E+00   0.148162E+02   0.273481E+03
   0.290000E+00   0.158672E+02   0.283872E+03
   0.300000E+00   0.171258E+02   0.294308E+03
   0.310000E+00   0.186277E+02   0.304791E+03
   0.320000E+00   0.203815E+02   0.315337E+03
   0.330000E+00   0.224276E+02   0.325941E+03
   0.340000E+00   0.247592E+02   0.336620E+03
   0.350000E+00   0.274029E+02   0.347378E+03
   0.360000E+00   0.303585E+02   0.358216E+03
   0.370000E+00   0.332624E+02   0.369146E+03
   0.380000E+00   0.361950E+02   0.380156E+03
   0.390000E+00   0.392709E+02   0.391237E+03
   0.400000E+00   0.425065E+02   0.402409E+03
   0.410000E+00   0.459110E+02   0.413667E+03
   0.420000E+00   0.494581E+02   0.425012E+03
   0.430000E+00   0.531766E+02   0.436445E+03
   0.440000E+00   0.570779E+02   0.447970E+03
   0.450000E+00   0.611122E+02   0.459590E+03
   0.460000E+00   0.653059E+02   0.471283E+03
   0.470000E+00   0.696524E+02   0.483080E+03
   0.480000E+00   0.741563E+02   0.494972E+03
   0.490000E+00   0.787797E+02   0.506973E+03
   0.500000E+00   0.835745E+02   0.519048E+03
   0.510000E+00   0.884993E+02   0.531234E+03
   0.520000E+00   0.935373E+02   0.543525E+03
   0.530000E+00   0.987394E+02   0.555896E+03
   0.540000E+00   0.104072E+03   0.568385E+03
   0.550000E+00   0.109511E+03   0.580957E+03
   0.560000E+00   0.115096E+03   0.593641E+03
   0.570000E+00   0.120787E+03   0.606408E+03
   0.580000E+00   0.126611E+03   0.619302E+03
   0.590000E+00   0.132475E+03   0.632297E+03
   0.600000E+00   0.138444E+03   0.645374E+03
   0.610000E+00   0.144573E+03   0.658558E+03
   0.620000E+00   0.150763E+03   0.671829E+03
   0.630000E+00   0.157047E+03   0.685218E+03
   0.640000E+00   0.163433E+03   0.698696E+03
   0.650000E+00   0.169681E+03   0.712288E+03
   0.660000E+00   0.176029E+03   0.725940E+03
   0.670000E+00   0.182367E+03   0.739746E+03
   0.680000E+00   0.188819E+03   0.753610E+03
   0.690000E+00   0.195327E+03   0.767557E+03
   0.700000E+00   0.201981E+03   0.781598E+03
   0.710000E+00   0.208655E+03   0.795786E+03
   0.720000E+00   0.215460E+03   0.810026E+03
   0.730000E+00   0.222370E+03   0.824350E+03
   0.740000E+00   0.229297E+03   0.838814E+03
   0.750000E+00   0.236391E+03   0.853344E+03
   0.760000E+00   0.243555E+03   0.867921E+03
   0.770000E+00   0.250835E+03   0.882703E+03
   0.780000E+00   0.258196E+03   0.897480E+03
   0.790000E+00   0.265652E+03   0.912402E+03
   0.800000E+00   0.273123E+03   0.927454E+03
   0.810000E+00   0.280735E+03   0.942502E+03
   0.820000E+00   0.288483E+03   0.957747E+03
   0.830000E+00   0.296292E+03   0.973031E+03
   0.840000E+00   0.304199E+03   0.988367E+03
   0.850000E+00   0.312137E+03   0.100386E+04
   0.860000E+00   0.320270E+03   0.101947E+04
