 dentity  pressure  energy
   0.100000E-01   0.114995E-01   0.942448E+01
   0.200000E-01   0.332530E-01   0.188708E+02
   0.300000E-01   0.882920E-01   0.283336E+02
   0.400000E-01   0.198847E+00   0.378135E+02
   0.500000E-01   0.368429E+00   0.473098E+02
   0.600000E-01   0.580877E+00   0.568222E+02
   0.700000E-01   0.809527E+00   0.663493E+02
   0.800000E-01   0.102846E+01   0.758918E+02
   0.900000E-01   0.122044E+01   0.854466E+02
   0.100000E+00   0.138028E+01   0.950177E+02
   0.110000E+00   0.151397E+01   0.104603E+03
   0.120000E+00   0.163189E+01   0.114206E+03
   0.130000E+00   0.175463E+01   0.123829E+03
   0.140000E+00   0.191039E+01   0.133474E+03
   0.150000E+00   0.212599E+01   0.143148E+03
   0.160000E+00   0.242639E+01   0.152853E+03
   0.170000E+00   0.283889E+01   0.162596E+03
   0.180000E+00   0.338669E+01   0.172383E+03
   0.190000E+00   0.409529E+01   0.182222E+03
   0.200000E+00   0.498278E+01   0.192113E+03
   0.210000E+00   0.606976E+01   0.202070E+03
   0.220000E+00   0.737332E+01   0.212096E+03
   0.230000E+00   0.890865E+01   0.222199E+03
   0.240000E+00   0.106908E+02   0.232388E+03
   0.250000E+00   0.127262E+02   0.242665E+03
   0.260000E+00   0.150279E+02   0.253034E+03
   0.270000E+00   0.176043E+02   0.263514E+03
   0.280000E+00   0.204591E+02   0.274098E+03
   0.290000E+00   0.235986E+02   0.284795E+03
   0.300000E+00   0.270205E+02   0.295611E+03
   0.310000E+00   0.307333E+02   0.306554E+03
   0.320000E+00   0.347255E+02   0.317631E+03
   0.330000E+00   0.378959E+02   0.328822E+03
   0.340000E+00   0.407056E+02   0.340106E+03
   0.350000E+00   0.435640E+02   0.351469E+03
   0.360000E+00   0.465449E+02   0.362924E+03
   0.370000E+00   0.496562E+02   0.374469E+03
   0.380000E+00   0.529193E+02   0.386089E+03
   0.390000E+00   0.563309E+02   0.397800E+03
   0.400000E+00   0.598454E+02   0.409528E+03
   0.410000E+00   0.606396E+02   0.416059E+03
   0.420000E+00   0.613851E+02   0.422469E+03
   0.430000E+00   0.621843E+02   0.428892E+03
   0.440000E+00   0.630359E+02   0.435337E+03
   0.450000E+00   0.639383E+02   0.441793E+03
   0.460000E+00   0.648667E+02   0.448282E+03
   0.470000E+00   0.658572E+02   0.454785E+03
   0.480000E+00   0.669834E+02   0.461451E+03
   0.490000E+00   0.680554E+02   0.468001E+03
   0.500000E+00   0.692821E+02   0.474717E+03
   0.510000E+00   0.705537E+02   0.481452E+03
   0.520000E+00   0.718684E+02   0.488222E+03
   0.530000E+00   0.732249E+02   0.495003E+03
   0.540000E+00   0.747484E+02   0.501953E+03
   0.550000E+00   0.762012E+02   0.508789E+03
   0.560000E+00   0.778180E+02   0.515798E+03
   0.570000E+00   0.794713E+02   0.522818E+03
   0.580000E+00   0.811916E+02   0.529863E+03
   0.590000E+00   0.830301E+02   0.537082E+03
   0.600000E+00   0.848298E+02   0.544191E+03
   0.610000E+00   0.868015E+02   0.551477E+03
   0.620000E+00   0.888123E+02   0.558785E+03
   0.630000E+00   0.908715E+02   0.566110E+03
   0.640000E+00   0.929855E+02   0.573456E+03
   0.650000E+00   0.952625E+02   0.580997E+03
   0.660000E+00   0.975767E+02   0.588578E+03
   0.670000E+00   0.999500E+02   0.596157E+03
   0.680000E+00   0.102372E+03   0.603798E+03
   0.690000E+00   0.104836E+03   0.611446E+03
   0.700000E+00   0.107373E+03   0.619118E+03
   0.710000E+00   0.110038E+03   0.626988E+03
   0.720000E+00   0.112794E+03   0.634888E+03
   0.730000E+00   0.115581E+03   0.642822E+03
   0.740000E+00   0.118561E+03   0.650935E+03
   0.750000E+00   0.121438E+03   0.658933E+03
   0.760000E+00   0.124639E+03   0.667285E+03
   0.770000E+00   0.128013E+03   0.675822E+03
   0.780000E+00   0.131570E+03   0.684564E+03
   0.790000E+00   0.135071E+03   0.693156E+03
   0.800000E+00   0.138756E+03   0.702000E+03
   0.810000E+00   0.142497E+03   0.710843E+03
   0.820000E+00   0.146287E+03   0.719725E+03
   0.830000E+00   0.150169E+03   0.728652E+03
   0.840000E+00   0.154087E+03   0.737613E+03
   0.850000E+00   0.158210E+03   0.746781E+03
   0.860000E+00   0.162281E+03   0.755831E+03
   0.870000E+00   0.166377E+03   0.764920E+03
   0.880000E+00   0.170551E+03   0.774030E+03
   0.890000E+00   0.174896E+03   0.783347E+03
   0.900000E+00   0.179201E+03   0.792530E+03
   0.910000E+00   0.183683E+03   0.801954E+03
   0.920000E+00   0.188078E+03   0.811213E+03
   0.930000E+00   0.192696E+03   0.820690E+03
   0.940000E+00   0.197200E+03   0.830017E+03
   0.950000E+00   0.201928E+03   0.839611E+03
   0.960000E+00   0.206574E+03   0.849035E+03
   0.970000E+00   0.211415E+03   0.858658E+03
   0.980000E+00   0.216170E+03   0.868177E+03
   0.990000E+00   0.221119E+03   0.877865E+03
   0.100000E+01   0.225990E+03   0.887445E+03
   0.101000E+01   0.231061E+03   0.897270E+03
   0.102000E+01   0.236046E+03   0.906894E+03
   0.103000E+01   0.241227E+03   0.916785E+03
   0.104000E+01   0.246472E+03   0.926713E+03
   0.105000E+01   0.251637E+03   0.936469E+03
   0.106000E+01   0.256964E+03   0.946451E+03
   0.107000E+01   0.262233E+03   0.956315E+03
   0.108000E+01   0.267737E+03   0.966408E+03
   0.109000E+01   0.273078E+03   0.976331E+03
   0.110000E+01   0.278504E+03   0.986315E+03
   0.111000E+01   0.284176E+03   0.996542E+03
   0.112000E+01   0.289708E+03   0.100657E+04
   0.113000E+01   0.295472E+03   0.101684E+04
   0.114000E+01   0.301107E+03   0.102698E+04
   0.115000E+01   0.306773E+03   0.103712E+04
   0.116000E+01   0.312696E+03   0.104750E+04
   0.117000E+01   0.318505E+03   0.105777E+04
   0.118000E+01   0.324362E+03   0.106806E+04
   0.119000E+01   0.330294E+03   0.107834E+04
   0.120000E+01   0.336292E+03   0.108874E+04
   0.121000E+01   0.342480E+03   0.109931E+04
   0.122000E+01   0.348573E+03   0.110977E+04
   0.123000E+01   0.354698E+03   0.112027E+04
   0.124000E+01   0.360860E+03   0.113074E+04
   0.125000E+01   0.367097E+03   0.114130E+04
   0.126000E+01   0.373396E+03   0.115190E+04
