  density  pressure  energy
   0.100000E-01   0.211888E-01   0.942252E+01
   0.200000E-01   0.604253E-01   0.188858E+02
   0.300000E-01   0.102730E+00   0.283649E+02
   0.400000E-01   0.136562E+00   0.378698E+02
   0.500000E-01   0.158345E+00   0.473734E+02
   0.600000E-01   0.173821E+00   0.568801E+02
   0.700000E-01   0.194442E+00   0.663902E+02
   0.800000E-01   0.233695E+00   0.759054E+02
   0.900000E-01   0.304044E+00   0.854259E+02
   0.100000E+00   0.419045E+00   0.949571E+02
   0.110000E+00   0.589413E+00   0.104519E+03
   0.120000E+00   0.820499E+00   0.114085E+03
   0.130000E+00   0.111948E+01   0.123672E+03
   0.140000E+00   0.149405E+01   0.133273E+03
   0.150000E+00   0.195303E+01   0.142914E+03
   0.160000E+00   0.252327E+01   0.152589E+03
   0.170000E+00   0.335462E+01   0.162309E+03
   0.180000E+00   0.481548E+01   0.172092E+03
   0.190000E+00   0.698011E+01   0.181977E+03
   0.200000E+00   0.910685E+01   0.191985E+03
   0.210000E+00   0.112644E+02   0.202083E+03
   0.220000E+00   0.136009E+02   0.212297E+03
   0.230000E+00   0.160747E+02   0.222625E+03
   0.240000E+00   0.186510E+02   0.233061E+03
   0.250000E+00   0.213147E+02   0.243602E+03
   0.260000E+00   0.240586E+02   0.254255E+03
   0.270000E+00   0.268711E+02   0.265017E+03
   0.280000E+00   0.297522E+02   0.275874E+03
   0.290000E+00   0.326851E+02   0.286853E+03
   0.300000E+00   0.356816E+02   0.297919E+03
   0.310000E+00   0.387255E+02   0.309097E+03
   0.320000E+00   0.418228E+02   0.320363E+03
   0.330000E+00   0.449596E+02   0.331734E+03
   0.340000E+00   0.481463E+02   0.343205E+03
   0.350000E+00   0.513718E+02   0.354761E+03
   0.360000E+00   0.546420E+02   0.366415E+03
   0.370000E+00   0.579485E+02   0.378158E+03
   0.380000E+00   0.612958E+02   0.390001E+03
   0.390000E+00   0.646790E+02   0.401932E+03
   0.400000E+00   0.680965E+02   0.413948E+03
   0.410000E+00   0.715475E+02   0.426050E+03
   0.420000E+00   0.750231E+02   0.438236E+03
   0.430000E+00   0.785398E+02   0.450494E+03
   0.440000E+00   0.820851E+02   0.462851E+03
   0.450000E+00   0.855918E+02   0.475275E+03
   0.460000E+00   0.889732E+02   0.487793E+03
   0.470000E+00   0.923297E+02   0.500371E+03
   0.480000E+00   0.956864E+02   0.513033E+03
   0.490000E+00   0.990469E+02   0.525765E+03
   0.500000E+00   0.102416E+03   0.538552E+03
   0.510000E+00   0.105745E+03   0.551422E+03
   0.520000E+00   0.109009E+03   0.564344E+03
   0.530000E+00   0.112252E+03   0.577326E+03
   0.540000E+00   0.115490E+03   0.590381E+03
   0.550000E+00   0.118726E+03   0.603492E+03
   0.560000E+00   0.121965E+03   0.616661E+03
   0.570000E+00   0.125220E+03   0.629885E+03
   0.580000E+00   0.128465E+03   0.643192E+03
   0.590000E+00   0.131729E+03   0.656520E+03
   0.600000E+00   0.135001E+03   0.669939E+03
   0.610000E+00   0.138282E+03   0.683378E+03
   0.620000E+00   0.141575E+03   0.696880E+03
   0.630000E+00   0.144888E+03   0.710446E+03
   0.640000E+00   0.148208E+03   0.724078E+03
   0.650000E+00   0.151551E+03   0.737725E+03
   0.660000E+00   0.154892E+03   0.751442E+03
   0.670000E+00   0.158244E+03   0.765205E+03
   0.680000E+00   0.161625E+03   0.779043E+03
   0.690000E+00   0.164991E+03   0.792915E+03
   0.700000E+00   0.168274E+03   0.806836E+03
   0.710000E+00   0.171521E+03   0.820787E+03
   0.720000E+00   0.174730E+03   0.834826E+03
   0.730000E+00   0.177918E+03   0.848850E+03
   0.740000E+00   0.181132E+03   0.862958E+03
   0.750000E+00   0.184359E+03   0.877111E+03
   0.760000E+00   0.187525E+03   0.891295E+03
   0.770000E+00   0.190759E+03   0.905540E+03
   0.780000E+00   0.193960E+03   0.919803E+03
   0.790000E+00   0.197159E+03   0.934136E+03
   0.800000E+00   0.200388E+03   0.948464E+03
   0.810000E+00   0.203667E+03   0.962856E+03
   0.820000E+00   0.206914E+03   0.977289E+03
   0.830000E+00   0.210145E+03   0.991831E+03
   0.840000E+00   0.213464E+03   0.100633E+04
   0.850000E+00   0.216703E+03   0.102088E+04
   0.860000E+00   0.220030E+03   0.103552E+04
   0.870000E+00   0.223279E+03   0.105011E+04
   0.880000E+00   0.226553E+03   0.106476E+04
   0.890000E+00   0.229778E+03   0.107955E+04
   0.900000E+00   0.233009E+03   0.109429E+04
   0.910000E+00   0.236269E+03   0.110901E+04
   0.920000E+00   0.239586E+03   0.112387E+04
   0.930000E+00   0.242800E+03   0.113871E+04
   0.940000E+00   0.246013E+03   0.115364E+04
   0.950000E+00   0.249261E+03   0.116857E+04
   0.960000E+00   0.252421E+03   0.118347E+04
   0.970000E+00   0.255647E+03   0.119849E+04
   0.980000E+00   0.258809E+03   0.121359E+04
   0.990000E+00   0.262071E+03   0.122854E+04
   0.100000E+01   0.265287E+03   0.124369E+04
   0.101000E+01   0.268568E+03   0.125878E+04
   0.102000E+01   0.271817E+03   0.127393E+04
   0.103000E+01   0.275086E+03   0.128917E+04
   0.104000E+01   0.278404E+03   0.130435E+04
   0.105000E+01   0.281650E+03   0.131962E+04
   0.106000E+01   0.285036E+03   0.133489E+04
   0.107000E+01   0.288215E+03   0.135022E+04
   0.108000E+01   0.291514E+03   0.136563E+04
   0.109000E+01   0.294917E+03   0.138104E+04
   0.110000E+01   0.298256E+03   0.139645E+04
   0.111000E+01   0.301603E+03   0.141186E+04
   0.112000E+01   0.304872E+03   0.142737E+04
   0.113000E+01   0.308325E+03   0.144278E+04
   0.114000E+01   0.311602E+03   0.145845E+04
   0.115000E+01   0.315127E+03   0.147401E+04
   0.116000E+01   0.318556E+03   0.148968E+04
   0.117000E+01   0.322018E+03   0.150517E+04
   0.118000E+01   0.325372E+03   0.152087E+04
   0.119000E+01   0.328796E+03   0.153647E+04
   0.120000E+01   0.332239E+03   0.155235E+04
